timestamp_utc,equity_index,trades_closed,win_rate,profit_factor,pnl_percent_cum
2025-08-17 14:00:16,100.0,0,0.0,0.0,0.0
2025-08-17 15:00:15,100.0,0,0.0,0.0,0.0
2025-08-17 16:00:21,100.0,0,0.0,0.0,0.0
2025-08-17 17:00:20,100.0,0,0.0,0.0,0.0
2025-08-17 21:10:28,98.90932642818323,1,0.0,0.0,-1.0906735718167544
2025-08-17 22:00:19,98.90932642818323,1,0.0,0.0,-1.0906735718167544
2025-08-17 23:00:18,98.90932642818323,1,0.0,0.0,-1.0906735718167544
2025-08-18 00:00:16,98.90932642818323,1,0.0,0.0,-1.0906735718167544
2025-08-18 01:00:17,101.066462578418,2,50.0,1.5000000000000142,1.0664625784179906
2025-08-18 02:00:19,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 03:00:13,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 04:00:20,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 05:00:14,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 06:00:13,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 07:00:20,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 08:00:17,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 09:00:16,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 10:00:20,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 11:00:15,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 12:00:14,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 18:37:11,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 19:00:16,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 20:00:16,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 21:00:17,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 22:00:37,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-18 23:00:28,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-19 00:00:26,100.184899309222,3,33.333333333333336,0.7500000000000071,0.1848993092220081
2025-08-19 01:00:19,101.80946368571864,4,50.0,1.5000000000000115,1.809463685718637
2025-08-19 02:00:13,101.80946368571864,4,50.0,1.5000000000000115,1.809463685718637
2025-08-19 03:00:17,102.1550127577756,5,60.0,1.6021871801368326,2.155012757775606
2025-08-19 04:00:15,100.29332822485064,6,50.0,1.0681247867578885,0.2933282248506403
2025-08-19 05:00:14,100.29332822485064,6,50.0,1.0681247867578885,0.2933282248506403
2025-08-19 06:00:14,100.29332822485064,6,50.0,1.0681247867578885,0.2933282248506403
2025-08-19 07:00:13,100.29332822485064,6,50.0,1.0681247867578885,0.2933282248506403
2025-08-19 08:00:18,100.29332822485064,6,50.0,1.0681247867578885,0.2933282248506403
2025-08-19 09:00:16,100.29332822485064,6,50.0,1.0681247867578885,0.2933282248506403
2025-08-19 10:00:20,100.29332822485064,6,50.0,1.0681247867578885,0.2933282248506403
2025-08-19 11:00:16,100.29332822485064,6,50.0,1.0681247867578885,0.2933282248506403
2025-08-19 12:00:19,100.29332822485064,6,50.0,1.0681247867578885,0.2933282248506403
2025-08-19 19:23:49,100.29332822485064,6,50.0,1.0681247867578885,0.2933282248506403
2025-08-19 20:00:21,100.29332822485064,6,50.0,1.0681247867578885,0.2933282248506403
2025-08-19 21:00:30,100.29332822485064,6,50.0,1.0681247867578885,0.29332822485064036
