trade_id,open_time_utc,close_time_utc,symbol,interval,side,entry_price,sl,tp,exit_price,exit_reason,bars_held,fee_roundtrip,risk_abs,r_multiple,pnl_percent,result,state
XRPUSDT-2025-08-17 17:00:00,2025-08-17 17:00:00,,XRPUSDT,1h,BUY,3.1281,3.0958595,3.1764607499999995,3.0958595,OPEN_GAP_SL,3,0.0006,0.0322404999999998,-1.0,-1.0906735718167544,LOSS,CLOSED
BTCUSDT-2025-08-18 01:00:00,2025-08-18 01:00:00,,BTCUSDT,1h,BUY,117700.01,116733.02995,119150.480075,116733.02995,OPEN_GAP_SL,3,0.0006,966.9800499999984,-1.0,-0.8815632691959825,LOSS,CLOSED
LINKUSDT-2025-08-18 01:00:00,2025-08-18 01:00:00,,LINKUSDT,1h,BUY,25.56,25.1822,26.1267,26.1267,TP_HIT,2,0.0006,0.3778000000000006,1.5000000000000142,2.157136150234745,WIN,CLOSED
BTCUSDT-2025-08-18 05:00:00,2025-08-18 05:00:00,,BTCUSDT,1h,SELL,116269.53,118576.71765,112808.748525,115798.0,MAX_BARS,20,0.0006,2307.1876499999926,0.2043743602736419,0.3455490720569687,WIN,CLOSED
ETHUSDT-2025-08-18 21:00:00,2025-08-18 21:00:00,,ETHUSDT,1h,SELL,4343.2,4391.976000000001,4270.035999999998,4270.035999999998,TP_HIT,6,0.0006,48.77600000000075,1.500000000000009,1.6245643764966289,WIN,CLOSED
DOTUSDT-2025-08-19 00:00:00,2025-08-19 00:00:00,,DOTUSDT,1h,BUY,3.918,3.84741,4.023885,3.84741,OPEN_GAP_SL,6,0.0006,0.0705900000000001,-1.0,-1.8616845329249656,LOSS,CLOSED
